id,user,title,content,photo1,photo2,photo3,created_at,update_at
take,テスト,この投稿はテストです。,bow-lake-5854210_1920.jpg,,,2021-01-13 04:07:51.200015+00:00,2021-01-13 04:10:12.829529+00:00
take,新規作成テスト,これは新規作成ボタンのテスト投稿です。,,,,2021-01-13 08:14:42.280884+00:00,2021-01-13 08:15:17.472307+00:00
take,知ってるワイフ,タイムスリップする物語。,time-3222267_1920.jpg,,,2021-01-14 14:35:37.419638+00:00,2021-01-14 14:35:37.431526+00:00
take,エラーページについて,"４０３、４０４、５００ページを作成した。
しかし、適当のURLにアクセスしたが、何も変わらず。",road-sign-464659_1920.jpg,,,2021-01-14 14:47:19.240244+00:00,2021-01-14 14:47:19.247848+00:00
take,Seleniumを使ったテスト,"サイトを操作していて、特に問題はない。
しかしSeleniumを使ったテストを行うと、７件ほどエラー？が見つかる。",,,,2021-01-14 14:49:49.427374+00:00,2021-01-14 14:49:49.428739+00:00
